user_id,sex,age,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
530620,male,22.3,almond tired,round wide,saggy,far apart,stern droopy,average,almond wide,round,narrow,round close,average,average,wide tired,round different,round asimilar,nice almond,round,almond,narrow,round wide,stern small,round small,small squinty,small,round uneven,small,round,narrow stern,round dark,small round,small round alert,round,almond,unnatractive,tired,round alert,narrow,tired,round,far apart,round small,almond asimilar,sharp,small circle,round tired,almond attractive,large,stern,almond attractive,normal
531048,female,45.9,"sadness, brown, curious","sadness, ugly, brown","happy, nice, big","sadness, ugly, brown","big, nice, brown","nice, beautifull, young","normal, brown, nice","big, blue, nice","good, nice, happy","nice, blue, happy","normal, long, brown","sadness, ugly, brown","sadness, ugly, brown","sadness, ugly, brown","blue, big, nice","nice, brown, douce","big, brown, good","sadness, ugly, brown","sadness, ugly, brown","blue, big, bright","ugly, sheet, little","ok, strange, brown","nice, brown, little","sadness, blue, little","scared, big, brown","sadness, big, open","ugly, brown, back","sadness, ugly, green","beautifull, teen, brown","sadness, ugly, brown","scared, blue, big","scarry, open, large","blue, sadness, bored",very ugly blue,"curious, danger, blue","curious, socked, blue","beautifull, nice, brown","sadness, brown, big","ok, blue, good","bright, blue, ugly","round, bleu, circle","beautifull, long, blue","sadness, ugly, brown","nuts, little, brown","sadness, ugly, brown","brown, cute, migdals","sadness, ugly, brown","scared, curious, blue","foxies, blue, blure","sadness, ugly, brown"
531318,male,17.0,Judging ,Scary,Dead,Disappointed ,Judging,Judging ,Droopy and sad,Appraising ,Blank,Dead,Disgusted,Sad,Glaring,Judging,Blank,Annoyed,Judging ,Disgusted,Dead,Dead,Dead,Appraising ,Disgusted,Disappointed ,Dead,Disgusted,Disappointed ,Disappointed ,Dead,Annoyed,Dead,Blank,Uncaring ,Blank,Judging,Dead,Mad,Disgusted,Sad,Blank,Dead,Sharp and judging,Annoyed ,Disappointed ,Disappointed,Judging ,Dead,Disgusted ,Sharp,Confused
531356,female,13.6,tired,round,small,round,"narrow, kind",average,thinn,awake,thinn,amused,round,tired,"round, dissapointed",normal,"small, round",small,arrogant,average,narrow,round,tired,normal,narrow,"super small, ","round, alert",normal,"round, small",tired of someone,"round, kind of sad.",round,round,small,small,round,round,average,"small, tricky",round,round,round,round,beautiful,tired,round,tired,narrow,mad,"small, judging",happy,normal
531539,female,5.1,tired,Scared,disgusted,bored,tired,intrigued,taken back,Suprised,bored annoyed,Judgemental,questioning,Concerned,Annoyed,disgusted,stunned,Annoyed,inlightened,Stern,confused,tired,tired,snobby,Annoyed Perplexed,Concerned,Confident,sad,Condesending,Bored,Daydreaming,Tired,confused,intrigued,bored,Intrugued,Concerned,suprised,Confused,defeated,uptight,confused,confused,content,bored,confused,Tired,Intrigued,Wondering,Judging,playful,misunderstanding
531783,female,,Muy dormilnes,Normales,Normales,Normales,Normales ,Normales,Normales,Grise,Normales,Muy profundos,Normales,Normales,Cafeces claros,Normales,Lindos,Normal,Muy depiertos,Cafeces,Normales,Normales,Normales,Normales,Normales,Normale,Normales,Normales,Normaleñs,Normales,Normales,Cafesces,Normales,Normales,Muy claros,Normales,Normales,Normales,Normales,Yristes,Normalws,Normales,Normales,Normales,Normales,Normales,Normales,Normales,Normales,Normales,Normales,Normales
532035,female,17.4,Pissed off,Violent,Funny,Nuetral,Serious,Concerned and determined,Heartbroken,Funny,Open,Serious and fun,Narrow minded,Lost,Thinking about something,Angry and hurt,Unique,Shy,Cocky and crazy,Fighter and violent,Nuetral,Confused and lost,Mean,Nice,Mean and ego,Sad and low self esteem,Angry,Crazy,Annoyed,Strict and crazy,Kind person,Know it all,Wierd,Serious ,Diva,Crazy,Neutral,Scared,Strict,Outspoken,Depressed,Concerned,Curious,Naughty,Annoyed,Nervoud,Has problems but nice,Serious,Confused,Mean and outspoken,Nice but has attitude,Sad
530674,female,20.6,careless,crazy,mother,off center,original,womanly,lonesome,bipolar,bright,deep,average,meek,caring,sweet,support,small,high maintenance,insecure,illegal,soft,passive,friendly,vengeful,emotional,alert,slient,petite,untrustworthy,large,bugy,milquetoast,milquetoast,anger,blue,patron,heart,pretty,diva,longing,alien,hardworking,snobbish,rude,genuine,tired,lying,observer,smoker,hidden,flighty
532276,female,14.6,lazy,large,bright,brown,piercin,playful,hurt,surprised,empty,blue,questioning,beatiful,angry,deep,round,inquisitive ,makeup covered,fear,tired,tearful,mad,deep,searching,bored,hurt,unsymmetrical ,hooded,small,tired,hallow,gazing,cold,shallow,masculine,wise,knowing,squinting,cross eyed,searching,big,mocking,piercing,almond,cute,tired,deep,sad,anger,loving,deepset 
532712,female,19.8,Almond uneven,Round big,Slender old,Narrow heavy uneven,Slender almond ,Slender almond uneven,Slender round,Slender big,Slender ,Slender feline,Narrow round,Almond ,Round,Slender almond,Round big perfect ,Small uneven ,Slender feline uneven,Asian small,Narrow,Almond slender uneven,Slender heavy,Round small,Slender feline dark,Slender tiny ,Round small ,Bold big,Round uneven,Slender narrow,Small round close ,Almond small,Slender almond ,Round small,Slender feline beautiful ,Round small uneven,Round small,Slender round,Slender ,Narrow heavy,Round small,Slender round,Small round close,Slender feline beautiful ,Slender almond ,Circle uneven ,Round slender uneven,Perfect,Round feline ,Small round heavy,Slender feline beautiful ,Round uneven green
532742,male,56.8,droopy,alert,loving,scarred,striving,confident,frenetic,hard,dull,bright,approachable,plain,plain,nice,insecure,deep,competent,pleasant,beady,schizo,drowsy,average,intense,boring,nice-pablumesque,plain,suffering,overly intense,plain,too intense,ok,plain,soft,bullied,scairy,plain,small,cross eyed,plaintive,scairy,athletic,beautiful-attractive,intense,enjenou,nice,cool,deprived,drugged,enticing,dull
533260,female,21.5,questioning,submissive,friendly,temperamentful,neutral,friendly,submissive,judgemental,not happy,open,open,not happy,waiting,arrogant,beautiful,beautiful,arrogant,not friendly,stiff,open,angry,dominant,dominant,analytical,submissive,weighing,waiting,little angry,neutral,open,open,submissive,arrogant,submissive,submissive,suprised,analytical,angry,open,judgemental,submissive,neutral,angry,waiting,arrogant,beautiful,empty,angry,happy,quite kind
533520,female,2016.9,drugs,round,round,almond,average,wide,average,wide,square,average,slope down,average,big,round,round,average,wide,average,average,slope down,narrowed,round,narrow,sad eyes,round,nice,round,oval,round,round,round,round,makeup,round,round,slope down,narrow,drugs,round,round,doe ,very nice,unimpressed,very round,drugs,nice,big,round,question,doe
533671,male,21.2,"separated, confused, hangover",big,friendly,"empty, average","big, tired","seductive, smart",sad,"scared, empty","make up, droppy","deep, strong","observer, needy",masculine,anger,"deep, beautiful",make up,average,average,average,hate,peace,don´t give a shit girl,"cute, childish",vision problems,small,"big, too open",resentment,empty,"small, observing",thoughtful,separeted,scary,"scary, stare",smug,carer,average,"tired, droppy","small, observer, deep","security, hope","scared, nerovous",bulging eyes,masculine,artificial,"small, irregular","surprised, fun","separated, old",irregular,"big, droppy","angry, old","deep, seductive","sad, concerned, angry"
533683,female,33.0,g,g,g,fd,fd,g,g,g,g,g,g,sgfffff,g,g,fg,g,g,g,g,g,sdfd,fd,g,g,g,g,gfffffffffd,g,ugly nasty small,g,g,g,g,g,g,g,dgaaaaaaaaaa,g,jffrjgrhgh,g,g,g,g,g,"dd,",g,g,g,g,sdgg
534097,,22.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Noo,No,No,No
534124,female,22.9,Tired,Awake,Caring ,Tired,Intelligent ,Knowing,Annoyed ,Critical,Bland,Intelligent ,Distant ,Indifferent,Blank,Distant ,Kind,Caring,Attentive ,Distant,Sad,Passionate ,Lazy,Compassionate ,Judgmental ,Sad,Kind,Critical,Compassionate ,Judgmental ,Distant ,Distant ,Boring,Analytical ,Kind,Judgemental,Critical,Concerned,Analytical,Passionate ,Critical ,Negative,Anxious,Passionate ,Condescending ,Attentive ,Annoyed,Soft,Dark,Jaded,Fun,Bland
534330,male,2016.9,Very beautiful,Beautiful,Quite beautiful,Beautiful,Quite beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Quite beautiful,Beautiful,Very beautiful,Not so beautiful,Beautiful,Not so beautiful,Not so beautiful,Beautiful,Not so beautiful,Quite beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Beautiful,Very beautiful,Very beautiful,Beautiful,Beautiful,Beautiful,Very Beautiful,Not so beautiful,Beautiful,Not so beautiful,Sexy,Beautiful,Beautiful,Beautiful,Beautiful,Very beautiful,Not so beautiful,Beautiful,not so beautiful,Very beautiful,Beautiful,Quite Beautiful,Beautiful,Beautiful
534511,female,27.4,arrogant,outspoken straight,nice,sad,mystical,friendly happy,insecure,hopeful eager,hard sad,stiff,superficial,sensitive,open,smart,smart tough,thougtful,clean,dissatisfied,firendly,friendly loyal trusty,sleepy,lovely,mean,bored,pure doll,innocent,nice friendly,mystical,weak,peaceful slow,soft,reproachful,boring,pure innocent,straight deep,unknown,evil,hopeful thoughtful,tired passive,smart,requesting,smart flirty,unimpressed,eager,painful,sligt,confusing,angry stubborn,strong cheeky,thoughtful
534824,female,,Lessoned,Strong,Wise,Kind,Feisty ,Energetic ,Upheld,Judgment ,Bright,Smart,Secretive,THE BEST,Empty ,True,Cute,Spontaneous ,Talented ,Struggling ,Wise,Open,Beautiful ,Proud,Thoughtful,Sad,Quiet,Disturbed ,Firm,Wistful,Kind,Depressed,Good listener,Kind,striving ,Loose,Pessimistic ,Startled,Deep in thought,Beautiful ,Wondering ,Darkened,Kind,Piercing ,Hopeful,Intrigued,Disappointed ,Judgemental ,Youthful,Angered,Honest,Comforting 
535088,female,19.5,a,a,a,a,a,aa,a,a,a,a,a,a,a,a,a,a,a,a,a,a,drug,a,a,a},a,a,a,a,calms,a,a,a,dumb,a,a,aa,a,a,skinny,a,rare,a,a,aa,a,a,a,a,a,a
534806,male,15.2,Annoyed,Big,Happy,Tired,Large,Blue,Tired,Surprised,Brown,Blue,Brown,Tired,Mad,Sad,Circular,Annoyed,Angry,Confused,Dark,Big,Annoyed,Dark,Angry,Small,Round,Round,Small,Tires,Depressed,Sad,Blue,Surprised,Blue,Blue,Old,Blue,Thin,Hopeful,Stressed,Surprised,Small,Thin,Mad,Small,Tited,Determined,Dark,Blue,Blue,Concerned
535442,female,14.5,pretty,first to notice,popping,normal,big,stunning,stunning,stunning,popping,blue,average,pretty,big,normal,normal,pretty,popping,brown,pretty,bright,big,average,average,small,big,big,last to notice,stunning,pretty,last to notice,nice,popping,stunning,bright,pretty,pale,small,preety,pretty,last to notice,stunning,stunning,small,pretty,big,stunning,big,blue,icy,big
535950,female,18.4,lazy,large,heavy ,dark tired ,dark shiny,glistening,unsymmetric,green alert ,cute,blue,stunned,downturned,large,of centre,big,pretty entipanthic,mature green,crossed,nice,large,tired,small,sexy mysterious,european,youthful hazel,cute,small asian,deep,unfocused,small,uneen,down almond,pretty blue,blue bright,mature,mature,sultry,crossed,glowy,mature,small,pretty upturned,croseed,monolid asain brown,bulging,uneven,large,tired blue mature,blue,green
536378,female,16.0,tired uneven oval,wide hazel round,werid,dark uneven deep-set,dark small uneven,light oval average,hazel deep-set uneven,light wide circle,small weird odd,small awake,uneven dark,small hazel,dark wide round,dark average oval-circle,dark round oval,dark oval monolid,brown make-up uneven,uneven dark weir,dark small deep-set,"Hazel, deep-set,uneven",dark tired uneven,dark oval,dark almond uneven,small hazel tiny,hazel wide round,small weird strange,dark uneven oval,small squinty light,weird small dark,wide round uneven,round small middum ,wide circle light,small light even,small light wide,light wrinkled old,"Blue, Wide, Light",light small squinty,dark uneven oval,hazel round deep-set,"wide, light, round",small light uneven,light oval sharp,dark oval pointed,fish wide circle,"Brown, Oval, Uneven",small sharp uneven,dark deep-set uneven,light wrinkled wide,small oval light,uneven light oval
537164,female,13.6,boresd,doe eyed,green-grey,"tired, slightly cross-eyed, brown",brown ,"warm, blue",light brown,blue,brown,blue,black,tired,brown,brown ,grey,brown,brown,brown,tired,grey,"tired, bored",brown,brown,dark green,brown,large innocent,brown,"green-gray, strict",brown,tired,attentive,grey,"tired, upset bored",faded pigment,blue-grey,blue,brown,brown-green,upset,large,blue,sharp,brown,black,pissed,brown,heavily outlinded,blue,blue,brown green
537267,male,41.0,"pretentious, bored","devoid, daydreaming","polite, nice, likeable",bored,interested,"polite, ",disagree,"hysteric, difficult",incurious,bored,"attentive, neutral",listening,polite,challenging,disappointed,observing,"dominant, calculating","angry, disagree","unfrank, observing",difiant,bored,"attentive, observing, dominant",angry,"boring, shallow","calculating, cold","vigilant, alert, observing",offended,"agressive, unlikable",empty,"empty, cold, calculating","staring, single-minded",surprised,"sad, empty","stoic, stiff, single-minded","strict, aloof","disgusted, bored","pinched, tense, disagree",disappointed,sad,interested,"bored, bugged","challenging, flirting",sad,interested,"bored, ",interested,astonished,"frustrated, unsatisfied","observing, devious","dissatisfied, disagree"
537403,female,23.7,Bitch,Scary,Old,Slanted,Huge,Gorgeous,Slanted large,Pretty scary,Large,Gorgeous,Pretty,Average,Large ,Wide,Large pretty,Small pretty,Large,Asian,Pretty,Slanted pretty,Tired,Small,Gorgeous ,Small overdone,Large,Scary,Pretty wide-set overdone,Pretty,Pretty,Wide,Pretty dialated,Pretty,Gorgeous,Slanted,Old,Overdone,Pretty old,Pretty old,Overdone,Wide,Small,Gorgeous,Gorgeous,Slanted small ,Large wide-set,Gorgeous,Large,Old,Gorgeous,Slanted
537868,female,27.2,bored unintelligent,kind tired friendly,tired friendly,confused bored,focused interested,relieved happy,concerned,awake alert blank,bored condescending,conceited ,friendly relaxed,bored annoyed,confused unintelligent,sad focused intelligent,conceited annoyed bored,concentrating friendly interested,conceited bored,focused relaxed,annoyed bored,awake friendly,bored angry annoyed,friendly kind relaxed,focused,condescending sad annoyed,dreaming relaxed,concerned concentrating,relaxed kind,stern mean,intelligent kind relaxed,dreaming aloof,concentrating kind blank,sad confused interested,annoyed exhausted,tired sad,sad tired,a bit tired,confused,sad determined,tired concerned kind,wanting desire,bored,relaxed focused,friendly relaxed,alert awake,tired annoyed bored,intrigued,focused,angry blank stern,sneaky curious aroused,concentrate confused
538155,female,29.7,bored and sarcastic,"big, huge",green??,asymmetrical,beautiful shape,"honest, truthful","peacful, calm, big",scarry,left one is much bigger,ironical,deep,"borong, small",round. brown,"beautiful shape, almond",honest,small,"big, heavy, expecting","angry, narrow, cross-eyed",good,beatiful,tired,beautiful,doubtful,so small almost invisible,"small, round","big, like ""Twiggy""",weird,green,"round, green",give a her little dumb look,asymmetrical,plain,bitchy,nothing special,good,boring,noughty,theatrical,nothing about them,all seeing,"small, to close ","clear, asymmetrical",bitchy,small and round like ping pong ball,tired,calm,"big, heavy","transparent,cold, wide",looking through,narrow and long
538562,female,15.1,hazel,hazel,hazel,brown,dark brown,blue,yellow-green,light green,brown,lightblue,hazel,green, ,brown,light,brown,hazle,dark brown,brown,blue,brown,dark brown,brown,close together ,brown,green,dark brown,light,hazel,"kind of far apart, brown",light,light blue/green,blue,b;ue,light blue,blue,hazel,done with your bs,m,blur,blue,blue,brown,dark brown,brown,hazel,dark brown,light blue,blue,light green
538637,male,58.8,f,gfsdf,xc,f,xcv,sd,f,ffd,f,fdg,cv,xc,f,f,gf,ffffffbhd,f,small,v,f,b,ff,a,df,c,f,a,v,f,v,f,v,xc,cgf,f,ds,sd,f,as,a,b,"s,a;;;;[pkf[pksfpk]",f,xc,f,f,v,a,xc,a
539078,female,16.8,Stressed,Big and intriguing ,Crazy,Sorrowful,Devious,Serious,Fearful,Fearful,Thin,Kind,Subtle,Sad,Big and intriguing ,Intense,Pretty,Oretty,High stress,Intense,Piercing,Concerned,Intense,Intense,Judgmental,Small,angelic,Intense,Almond shaped,Intense,Intense,Far apart,Angelic,Nervous,Pretty,Fearful,Lopsided,Soft,Cruel,Dramatic,Sad,Bug eyed,Small,Mysterious and intriguing ,Intense,Kind,Dreamy,Cruel,Cruel,Crazy,Intense,Sad
539504,female,19.4,glazed,bright,made up,glazed,angry,smart,average,doe,lashes,blue,cheery,average,oblivious,glazed,seeing,bored,sunken,small,open,big,tired,dark,cheery,small,small,sad,asymetrical,bore,average,doe,average,wide,eyebrows,awake,old,glazed,aged,sad,lashes,buggy,far apart,complementary,almond,wide,dull,sharp,dark,well meaning,focused,open
539955,female,34.0,djg,gh,dhf,hf,dj,gfhg,ggf,djhg,yjt,fhg,gfh,djgh,big round brown,jh,h,f,djhgd,fhfg,gfjd,ggh,g,hdg,fh,f,gfhg,gfh,hf,hd,h,fgg,djg,th,fhg,fh,djhgd,hgh,ghf,hf,hgd,h,hg,hfg,dg,fgh,hg,dhj,g,hdf,hgf,djg
540310,male,23.9,annoyed,friendly,folded,far apart,normal,pretty,sad,annoying,bored,nice,unfriendly,sad,sad,intense,normal,almond,too much,almond,small,loving,tired,nice,quizzical,sad,small,intense,far,mean,distant,staring,pretty,empty,pretty,plain,nice,blue,skeptical,annoyed,normal,buggy,harsh,beautiful,confident,small,miserable,pretty,scary,old,bitchy,confused
540372,female,29.4,sleepy,wide wide wide,friendly,dark brown,dark brown,blue and clear,slighty hooded,blue and tired,weighed with falsies,over-alert,brown,peaceful,"brown, staring",nice,nondescript,really great eyes,large eyelids,dark brown,dark brown,really great eyes,bored,"small, even",glamorous,small,very circular,piercing,widely-spaced,determined,doleful,even,piercing,piercing,blue,deep like puddles,insane eyelash definition,piggy,appraising,dramatic,plantive ,widely-spaced,small and blue,pretty,asymmetrical,cute,bored-looking,small and narrow,wide,blue,sultry,slightly sloping
540741,female,22.3,"droopy, not open","wide-set, round",oval,down-turned,almond,classic,downturned,"small, round","half-moon, downturned",rounded,downturned,/,"round, bulging",bulging,classic,/,/,"almond, straight",classic,open,not open,classic,half-moon,"close-set, small","round, close-set","round, downturned","rounded almond, small",closed,classic,"wide-set, round",small,regualr,short,downturned,"round, droopy","close-set, round",squinty,puppy-dog/down-turned,"droopy, round",wide-set,"close-set, small",classic,up-turned,"round, bright, open","wide-set, not open","classic, small",bulging,/,squinty,classic
541188,female,22.9,mad,intrigued,warm,hazy,calm,pessimistic,cautious,anxious,bored,spacy,sympathetic,sad,amused,questioning,nervous,passive,anxious,sad,pondering,curious,sad,sad,mad,sad,serious,serious,tired,cold,concentrated,determined,curious,positive,sad,piercing,excited ,uncertain,squinty,sad,nervous,nervous,pessimistic,manipulating,angry,self-aware,observing,confident,anxious,scared,dreamy,happy
541508,female,17.0,Brown,Hazel/green,Green,"Brown, downturned","Almond, brown",Blue,Green,Blue,Brown,"Blue, deepset ","Small, close-set, brown","Small, green","Round, hazel/brown","Almond, brown, normal",Blue,Brown,Deepset,"Brown, asian","Small, brown",Blue,Brown,"Brown, downturned","Almond, brown, squinted","Blue, small",Broan,Green,Brown,"Downturned, green,  small",Brown,"Brown, downturned",Blue,Blue,Blue,Blue,Blue,"Blue, normal","Brown, small","Brown, close set","Attractive, blue/green, small","Blue, wideset",Blue,"Blue-green, attractive",Brown,"Brown, asian","Brown, wide set","Hazel, attractive","Big, brown",Blue,Blue,Brown
541583,male,20.1,cute,very sexy,ugly,ugly,so sexy,very cute,sexy,cute,ugly,sexy,very sexy,cute,ugly,ugly,omg,fuckable,cute,ugly,ugly,perfect,ugly,ugly,sexy,very cute,cute,cute,medium,sexy,cute,cute,wow,sexy,perfect,ugly,cute,cute,sexy,ugly,cute,medium,so much sexy,perfect,ugly nigga,ugly,ugly,cute,sexy,cute,cute,beautiful
541770,female,17.7,lazy eyes,open,hooded eyes,dark brown,perfect size,awake trustworthy ,open,grey,wide eyes ,grey,angled ,hazel,wide and turned,black,close together,bored eyes,long eyelids,dark brown,dark brown,brilliant eyes,black eyes ,dark brown,dark brown,sad eyes ,small circular eyes,brown green ,black,small,hazel,brown,blue grey ,scared eyes,low really blue,transparent grey,light transparent blue,blue,squint,close together,blue eyes,trustworthy eyes,blue close together,perfect eye shape and color,close and low,open but small,far apart brown,weird,big oval eyes,mean,blue ,green
542198,female,16.3,far apart,big,hooded,downturned,different,basic,basic,different,far apart,pretty,okay,tired,big,big,basic,pretty,rounf,cutr,basic,droopy,tired,basic,unique,basic,open,droopy,different,werid,basic,droopy,basic,far apart,nice,light,round,blue,okay,okay,basic,big,averge,average,cat,open,alien,brown,huge,light,okay,downturned
542616,female,44.4,High,Bulging,Nice,Dark,Good,Pretty,Small,Old,Squint,Brows,Droopy,Male,Round,Okay,Boring,Pug,So much lid,Pretty,Small,Droopy,Dark,Small,Good,Squint,Irish,Droopy,Eyeliner,Small,Typical,Too far,White,Boring,Boring,White,Pretty,White,Squint,Old,Worried,Old,Small,Pretty,Bored,Round,Tired,Pretty,Dark,Old,Smug,Mad
542746,male,16.8,Okay,Nice,Nah,Nah,Kk,Wow,Nice,Okay,Okay,Nice,Ok,Nice,Ok,Nah,Wow,Nah,Nah,Nah,Nah,Ok,Nah,Nah,O,Ok,Ok,Kk,Om,Ok,Ok,Nah,Ok,Nice,Wow,Okay,Ok,Okay,Nice,Ok,Nah,Nice,Nicr,Ok,Nah,Nah,Nah,Okay,Nah,Ok,Wow,Okay
542874,female,45.9,tired wide eyes,manipulative eyes,happy smily eyes,not happy,me again,please me,not good result,i can get you,unhappy brown eyes,you will see,not my friend,boy or girl,no more time,tell me the truth,close dark eyes,calm water eyes,big round eyes,whats next,dark black eyes,lets play,look at me,dont care look,deep brown eyes,rain drop eyes,finished my project,lovely eyes,confused,not happy Jane,unhappy dark eyes,not me look,fearfull grey eyes,deep meaning ,light blue eyes,blue meaningless eyes,i did not do it,really,disapointed in you,acting,look at me,whats happen,are you sure,make up plz,lovely black eyes,indonessian type eyes,i am tired,big brown eyes,check this out,get out of here,dont joke with me,lets go together
