user_id,sex,age,f_easian,f_wasian,f_white,m_easian,m_wasian,m_white
69811,male,19.9,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","2,5,1,3,4","3,4,2,1,5","2,3,1,5,4"
69813,male,17.1,"2,3,5,4,1","2,3,4,1,5","2,1,3,4,5","3,4,5,2,1","3,4,2,5,1","3,4,5,2,1"
69815,female,21.3,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","4,3,2,5,1","3,2,4,1,5"
69801,female,24.8,"3,2,4,1,5","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,5,1","3,4,5,2,1"
69817,male,17.1,"3,2,1,4,5","2,3,1,4,5","1,2,3,4,5","4,5,3,2,1","3,2,4,5,1","3,4,5,2,1"
69814,female,29.9,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5"
69819,male,23.8,"3,2,4,1,5","2,3,1,4,5","3,2,4,1,5","3,4,5,2,1","3,4,2,5,1","3,2,4,1,5"
69821,male,24.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
69822,male,34.0,"1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","3,4,2,5,1","5,4,3,2,1","4,3,5,2,1"
69825,female,20.4,"1,2,3,4,5","3,2,1,4,5","2,1,3,4,5","3,2,1,4,5","2,3,1,4,5","3,2,1,4,5"
69827,female,25.5,"3,1,2,5,4","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","1,2,4,3,5","2,4,3,1,5"
69830,male,33.6,"3,4,2,1,5","2,1,3,4,5","3,2,1,4,5","4,5,3,2,1","3,4,2,5,1","4,3,2,5,1"
69831,male,24.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,1,2,4,3","2,1,4,3,5","3,2,4,5,1"
69832,female,20.8,"1,2,4,3,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,1,3,4,5"
69836,male,26.5,"3,5,2,4,1","2,4,3,1,5","4,3,2,1,5","4,2,5,3,1","3,4,5,2,1","3,2,1,4,5"
69835,female,21.1,"2,3,4,5,1","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","4,3,5,2,1","3,2,4,5,1"
69833,female,20.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,5,1","3,5,4,2,1"
69834,female,21.4,"1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","3,5,4,2,1","4,3,5,2,1","4,5,3,2,1"
69838,female,28.3,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,1,2","4,3,2,1,5","3,4,2,1,5"
69837,female,16.2,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","4,3,1,2,5","1,4,5,2,3","3,4,2,1,5"
69837,female,16.2,"4,2,1,5,3","4,3,1,2,5","2,4,1,5,3","4,3,2,5,1","2,3,1,4,5","2,5,3,4,1"
69841,female,51.7,"3,2,1,4,5","3,2,1,4,5","1,2,3,4,5","2,3,1,4,5","3,2,4,5,1","3,4,2,1,5"
69845,female,45.4,"2,1,3,4,5","3,1,2,4,5","1,2,3,4,5","2,3,4,5,1","3,4,2,1,5","3,4,5,2,1"
69846,male,34.7,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","3,4,5,2,1","3,4,2,1,5","3,4,2,5,1"
69848,female,44.0,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","4,1,2,3,5","3,1,2,4,5","3,2,1,4,5"
69851,male,35.5,"1,3,2,4,5","1,2,3,4,5","2,3,1,4,5","5,4,3,2,1","3,2,4,1,5","3,5,4,2,1"
69847,male,21.7,"2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","3,2,4,1,5","2,3,1,4,5","2,3,4,1,5"
69857,male,18.3,"2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","3,2,4,1,5","2,3,1,4,5","3,2,1,4,5"
69859,female,32.6,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","2,3,4,1,5","2,1,3,4,5","3,2,4,1,5"
69862,female,29.5,"3,2,1,5,4","2,1,3,5,4","1,2,3,5,4","4,5,1,3,2","3,4,2,5,1","4,3,2,1,5"
69861,female,18.7,"5,4,3,1,2","5,4,2,3,1","5,4,2,3,1","2,1,3,4,5","1,2,5,4,3","1,2,3,5,4"
69865,female,23.0,"4,1,5,2,3","2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","1,2,3,4,5","1,2,3,4,5"
69867,female,28.4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,2,3,5,1","3,2,4,1,5","3,4,2,5,1"
69866,female,21.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","3,4,2,5,1","3,4,5,2,1"
69879,male,19.5,"4,3,1,2,5","3,2,1,5,4","2,1,3,4,5","5,4,2,3,1","3,5,4,2,1","5,4,2,3,1"
69880,female,24.3,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","3,4,2,1,5","3,2,1,4,5","3,2,4,5,1"
69881,female,38.9,"3,1,2,4,5","3,2,1,4,5","2,1,3,4,5","3,2,1,4,5","3,2,1,4,5","3,2,4,1,5"
69885,female,17.0,"4,2,5,1,3","2,3,4,5,1","1,4,2,3,5","3,4,5,2,1","2,1,3,5,4","2,4,1,3,5"
69889,male,24.3,"4,3,2,1,5","1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","4,3,2,5,1","3,4,2,1,5"
69892,female,18.1,"2,3,4,1,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","2,3,1,4,5"
69896,male,22.8,"3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","3,5,2,1,4","4,3,5,2,1","3,4,2,5,1"
69897,female,23.6,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","1,3,2,4,5"
69772,female,16.9,"2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","2,3,4,1,5","3,2,4,5,1"
69901,male,35.0,"3,1,2,4,5","1,2,3,5,4","2,1,3,5,4","2,1,3,4,5","2,4,5,1,3","2,1,3,4,5"
69902,female,57.5,"4,3,2,5,1","3,2,1,4,5","1,2,3,4,5","3,2,4,5,1","1,3,2,4,5","3,2,1,4,5"
69908,male,46.7,"2,1,3,5,4","2,1,3,4,5","2,1,3,4,5","1,3,2,4,5","2,3,1,4,5","3,4,2,5,1"
69909,female,20.7,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","3,5,4,2,1","3,4,5,1,2","4,5,3,2,1"
69910,male,24.2,"2,3,1,4,5","2,3,1,4,5","2,1,3,4,5","4,2,1,3,5","2,1,3,4,5","3,2,1,4,5"
69920,male,21.8,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","5,4,2,3,1","4,3,2,1,5","5,4,3,2,1"
69871,female,24.1,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","2,3,4,5,1","3,4,5,2,1"
69924,male,31.9,"3,4,5,2,1","2,3,4,1,5","3,4,5,2,1","4,3,1,2,5","3,2,5,4,1","4,3,2,1,5"
67579,male,19.9,"2,4,3,5,1","2,1,3,4,5","2,3,4,1,5","3,5,4,2,1","3,2,4,1,5","2,3,4,5,1"
69925,female,24.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","2,3,4,1,5","3,4,2,1,5"
69926,female,15.7,"1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","2,4,3,1,5"
69932,female,15.7,"3,2,1,4,5","2,3,1,4,5","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","2,3,1,4,5"
69935,female,23.1,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,1,5","4,3,5,1,2"
69933,female,22.8,"1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","4,3,2,5,1","3,2,4,1,5","3,2,4,5,1"
69937,male,25.1,"1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","4,3,2,5,1","4,5,3,2,1"
69938,female,25.1,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","2,3,1,4,5","4,3,2,1,5","4,3,5,2,1"
69940,female,20.4,"1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","1,2,3,5,4","2,1,3,4,5","2,1,3,4,5"
69939,female,18.8,"2,3,1,4,5","3,4,1,2,5","2,1,3,4,5","3,4,2,5,1","2,3,1,5,4","3,2,1,4,5"
69941,male,18.4,"2,1,3,5,4","2,1,3,4,5","1,2,3,4,5","3,4,5,2,1","2,3,4,1,5","3,4,5,2,1"
69953,male,27.6,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","4,3,2,1,5","3,4,1,2,5"
69951,female,21.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","4,3,2,5,1","3,4,2,5,1"
69948,female,19.1,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,5,1","3,4,2,1,5","3,4,2,5,1"
69954,female,18.3,"2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","2,1,3,5,4","1,2,3,4,5","2,1,3,4,5"
69959,female,17.6,"3,4,2,5,1","2,1,3,4,5","2,1,3,4,5","3,4,2,1,5","3,4,2,5,1","3,4,2,1,5"
69960,male,27.0,"3,5,4,1,2","2,1,5,4,3","1,2,4,3,5","5,3,1,4,2","3,1,4,2,5","4,5,1,3,2"
69960,male,27.0,"3,5,4,1,2","2,1,5,4,3","1,2,4,3,5","5,3,1,4,2","3,1,4,2,5","4,5,1,3,2"
69958,male,59.6,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,4,2,1,5","3,2,1,4,5"
69964,female,39.3,"2,4,1,3,5","2,1,4,5,3","1,3,2,4,5","2,3,4,5,1","4,5,2,3,1","1,3,4,5,2"
69967,female,24.5,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","3,4,5,2,1","4,3,5,2,1"
69965,female,18.3,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,5,1","2,1,3,4,5","2,5,4,3,1"
69969,male,17.3,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","1,4,5,3,2","5,4,1,3,2","4,1,2,5,3"
69970,female,17.4,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,1,2","3,2,4,1,5","5,4,3,1,2"
69971,male,24.1,"2,3,4,1,5","2,3,4,1,5","2,1,3,4,5","5,4,3,2,1","3,4,5,2,1","4,5,3,2,1"
69972,female,20.8,"2,3,4,1,5","2,3,1,4,5","1,2,3,4,5","5,4,1,3,2","3,2,4,1,5","3,2,4,5,1"
69974,female,19.6,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","3,2,1,4,5","2,4,3,1,5"
69975,female,48.7,"4,3,2,1,5","3,1,2,4,5","1,2,3,4,5","3,1,2,5,4","1,3,2,4,5","3,2,4,5,1"
69976,male,35.1,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","2,3,4,5,1","2,4,3,1,5","3,4,2,1,5"
69978,female,18.8,"1,2,3,5,4","3,2,4,1,5","3,2,1,4,5","5,4,3,2,1","5,4,3,2,1","5,3,4,2,1"
69983,female,21.4,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","3,4,5,2,1","3,4,2,1,5"
69984,male,19.8,"4,3,1,2,5","1,2,3,4,5","2,1,3,4,5","5,4,2,3,1","4,3,5,2,1","5,3,4,2,1"
69987,female,15.7,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","3,2,1,4,5"
69990,female,15.0,"3,4,1,2,5","2,1,3,4,5","1,2,3,4,5","3,4,2,1,5","2,3,1,5,4","1,2,3,4,5"
69988,male,42.2,"4,3,2,1,5","2,3,4,1,5","2,3,4,1,5","3,4,5,2,1","3,4,2,1,5","3,4,2,5,1"
69993,female,42.6,"2,4,3,5,1","2,1,3,4,5","2,3,1,4,5","5,3,4,2,1","3,2,4,1,5","3,4,2,1,5"
69994,male,19.0,"3,2,1,4,5","1,2,3,4,5","2,3,1,4,5","3,2,5,4,1","3,2,1,4,5","5,3,1,4,2"
69996,female,19.8,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,1,2,5","3,4,2,5,1","3,4,5,2,1"
69997,male,25.8,"2,3,4,1,5","2,1,3,4,5","2,1,3,4,5","3,2,4,5,1","1,2,3,4,5","3,4,2,1,5"
69992,male,19.2,"3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","5,4,3,2,1","4,1,3,2,5","2,1,3,5,4"
69999,male,17.9,"1,3,2,5,4","1,3,2,4,5","1,2,3,4,5","2,3,1,4,5","5,4,3,2,1","4,3,5,2,1"
70001,male,,"2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","5,4,3,2,1","3,2,4,1,5","3,4,2,1,5"
70008,female,16.1,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","3,2,4,1,5","4,3,5,1,2"
70009,male,16.2,"1,2,3,4,5","2,3,1,4,5","1,2,3,4,5","2,4,3,1,5","3,2,4,1,5","3,2,4,5,1"
70011,female,24.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","4,3,2,1,5","4,3,2,1,5"
70014,female,23.0,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,4,5,2,1","1,2,3,4,5","2,4,3,5,1"
70016,male,19.5,"4,3,2,1,5","1,2,3,4,5","1,3,2,4,5","3,2,1,4,5","3,4,1,2,5","4,3,2,1,5"
70018,female,44.9,"2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","3,2,4,5,1","3,2,1,4,5","2,3,4,1,5"
70020,female,23.8,"3,1,2,4,5","2,1,3,4,5","1,3,2,4,5","5,3,4,2,1","3,4,2,1,5","3,2,4,5,1"
70024,female,26.5,"1,3,2,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","3,2,4,1,5"
70025,female,17.4,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","4,3,5,2,1","3,2,4,5,1","3,2,4,5,1"
70027,female,23.3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","2,3,1,4,5","2,3,4,5,1"
70029,female,19.5,"1,3,4,2,5","1,2,3,4,5","2,3,1,4,5","3,4,2,1,5","3,4,2,1,5","4,3,2,5,1"
70033,female,20.8,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","3,2,1,5,4"
70034,female,17.4,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","3,4,5,2,1","2,3,4,5,1","3,4,5,2,1"
36758,male,30.3,"3,1,2,4,5","2,1,3,4,5","3,2,1,4,5","3,5,4,2,1","3,2,4,5,1","3,4,5,2,1"
70041,male,19.0,"1,3,2,4,5","2,3,1,4,5","2,3,1,4,5","4,3,2,5,1","3,2,4,5,1","4,5,3,2,1"
70042,female,18.1,"2,3,4,1,5","2,3,4,1,5","2,1,3,4,5","3,4,2,1,5","3,2,1,4,5","4,3,2,1,5"
68503,female,24.3,"3,2,5,4,1","2,3,1,4,5","2,3,4,1,5","4,3,5,2,1","4,3,2,5,1","4,3,5,2,1"
70045,female,27.2,"5,2,1,3,4","4,1,2,5,3","1,4,2,3,5","2,3,5,1,4","2,5,3,1,4","4,1,5,3,2"
70045,female,27.2,"3,2,1,4,5","3,2,1,4,5","1,2,3,4,5","4,5,1,2,3","2,3,1,4,5","2,3,1,4,5"
70048,female,27.0,"2,1,5,3,4","2,3,1,4,5","1,3,2,4,5","2,3,4,5,1","4,2,3,1,5","4,2,3,5,1"
69429,female,18.8,"1,2,4,3,5","2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","3,2,4,1,5","3,4,2,5,1"
70056,female,15.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","2,3,4,1,5","3,4,2,5,1"
70057,male,41.6,"3,2,4,5,1","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","1,2,3,4,5"
70061,male,29.8,"3,4,2,1,5","1,3,2,4,5","1,2,3,4,5","1,3,4,2,5","1,2,3,4,5","2,3,1,4,5"
70063,male,22.3,"1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","2,1,3,4,5","3,4,2,1,5","4,5,3,2,1"
70064,female,28.2,"2,3,4,5,1","2,1,3,4,5","4,1,2,3,5","1,2,3,4,5","1,2,3,4,5","3,4,1,2,5"
70073,male,27.9,"4,3,5,1,2","5,1,3,2,4","2,1,3,5,4","5,2,1,3,4","1,4,5,3,2","1,4,3,2,5"
70073,male,27.9,"3,2,1,5,4","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","2,3,1,4,5","2,3,1,4,5"
70077,female,21.7,"5,2,1,3,4","4,1,3,5,2","5,2,1,4,3","5,4,1,3,2","2,1,5,4,3","1,2,3,4,5"
70080,male,34.6,"2,3,4,5,1","3,2,1,4,5","2,3,1,4,5","3,4,5,2,1","3,2,4,5,1","4,5,3,2,1"
70086,male,37.6,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
70084,male,21.1,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","2,4,3,1,5"
70085,female,29.0,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,4,5,1","4,3,2,5,1","2,3,4,1,5"
70088,male,24.6,"1,2,3,4,5","2,1,3,5,4","2,3,1,4,5","1,2,3,4,5","2,3,1,4,5","2,1,3,5,4"
70089,female,21.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","2,3,1,4,5"
70094,male,43.9,"1,3,2,4,5","1,2,3,4,5","1,2,4,3,5","4,5,1,3,2","5,4,3,2,1","5,4,1,3,2"
70096,male,21.9,"1,3,5,2,4","2,3,1,4,5","3,2,5,1,4","4,5,3,2,1","2,1,5,4,3","3,4,5,2,1"
70097,female,28.6,"2,3,4,1,5","3,2,4,1,5","3,2,4,1,5","5,4,3,2,1","2,1,3,4,5","2,3,1,4,5"
70099,male,29.9,"1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","2,3,1,4,5","2,3,1,4,5"
70101,female,48.0,"2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","2,4,3,5,1","4,5,3,2,1"
70100,female,19.0,"1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","2,3,4,5,1","2,3,4,5,1"
70102,male,25.7,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","3,2,5,4,1","3,2,4,1,5","3,2,4,1,5"
70103,female,27.8,"1,2,4,3,5","2,1,3,4,5","2,3,1,5,4","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5"
70107,female,18.9,"2,3,1,4,5","1,2,3,4,5","1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5"
70112,female,18.4,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","4,1,2,3,5","4,3,2,5,1","3,2,4,1,5"
70114,male,23.3,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,5,4","3,4,5,2,1","3,2,4,5,1"
70117,female,14.5,"1,3,2,4,5","3,2,1,4,5","1,4,3,2,5","5,1,2,4,3","4,3,2,5,1","3,1,4,2,5"
70118,female,17.7,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,1,5","2,3,4,1,5","2,3,4,1,5"
70111,male,18.9,"3,4,2,1,5","2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","3,4,2,1,5"
70121,male,22.3,"1,4,2,3,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","2,3,4,5,1","3,1,2,4,5"
69886,male,20.9,"2,1,3,4,5","3,1,2,4,5","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","2,1,3,4,5"
70125,female,17.1,"2,3,4,1,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","2,3,1,4,5","3,2,4,5,1"
70130,male,32.8,"1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","1,2,3,4,5","2,3,1,4,5"
70131,male,20.9,"1,2,3,5,4","2,3,1,4,5","2,1,3,4,5","3,2,1,4,5","2,3,1,4,5","3,2,1,4,5"
70132,male,21.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","5,4,2,3,1","5,4,3,2,1"
70133,female,19.8,"1,2,3,4,5","2,3,4,1,5","2,3,1,4,5","3,5,4,2,1","2,3,4,5,1","3,4,5,2,1"
70141,female,23.5,"3,1,2,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","3,4,2,1,5","3,4,2,1,5"
70144,male,21.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","2,3,1,4,5","3,2,1,4,5"
70147,female,14.6,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,5,4","1,2,3,4,5","2,1,3,4,5"
70148,male,20.9,"3,2,4,1,5","2,3,1,4,5","2,1,3,4,5","3,2,4,1,5","3,4,2,1,5","4,5,3,2,1"
70149,male,27.1,"2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","2,3,4,1,5","3,2,4,5,1","3,4,2,5,1"
70150,female,17.3,"3,1,4,2,5","2,3,1,4,5","1,2,3,4,5","4,5,3,2,1","1,2,3,4,5","3,4,2,5,1"
70151,female,27.0,"3,2,4,1,5","2,3,1,4,5","1,2,3,4,5","4,3,5,2,1","2,3,4,1,5","3,2,4,1,5"
70139,female,24.9,"2,3,1,4,5","1,2,3,4,5","2,3,1,4,5","2,1,3,5,4","2,3,1,4,5","3,4,2,5,1"
70152,male,24.2,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","2,3,4,1,5","2,3,4,5,1"
70153,male,27.5,"3,2,4,1,5","3,2,4,5,1","3,2,1,4,5","4,5,3,2,1","3,4,2,5,1","4,5,3,2,1"
70155,male,36.8,"4,2,3,1,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
70156,male,18.2,"3,2,1,4,5","2,1,3,4,5","2,3,1,4,5","3,1,4,5,2","5,3,1,2,4","3,1,2,5,4"
70159,female,27.0,"4,2,1,5,3","1,2,3,4,5","1,2,3,4,5","1,2,3,5,4","3,2,1,4,5","2,1,3,4,5"
70161,male,20.0,,,"2,1,3,4,5","5,4,3,2,1",,"4,5,3,2,1"
70161,male,20.0,"3,4,2,1,5","2,3,1,4,5","1,3,2,4,5","5,4,1,3,2","3,4,5,2,1","4,5,3,2,1"
70162,female,20.7,"2,1,3,4,5","1,3,4,2,5","2,1,3,4,5","4,2,3,5,1","3,2,4,1,5","2,3,4,1,5"
70164,female,23.3,"3,4,2,1,5","2,3,1,4,5","2,3,1,4,5","5,3,4,2,1","3,4,2,5,1","4,3,5,2,1"
70166,female,29.5,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","4,3,5,2,1","3,2,4,1,5"
70167,female,27.8,"3,2,1,4,5","2,3,1,4,5","2,3,1,4,5","4,5,3,2,1","3,4,2,5,1","3,2,4,1,5"
70168,female,18.6,"3,2,1,4,5","2,3,4,1,5","3,2,4,1,5","4,5,3,2,1","4,3,2,1,5","4,5,3,2,1"
70173,female,30.7,"3,2,4,5,1","1,2,3,4,5","1,2,3,4,5","4,3,5,1,2","3,2,4,1,5","4,5,3,2,1"
70174,female,16.8,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","3,2,1,4,5","2,1,3,4,5"
70177,male,26.0,"5,4,1,2,3","5,4,3,1,2","5,4,3,1,2","5,3,4,1,2","5,4,1,2,3","5,1,4,2,3"
70180,male,21.3,"3,2,4,1,5","2,3,1,4,5","1,2,3,4,5","3,4,2,1,5","2,3,1,4,5","3,2,1,4,5"
70179,female,19.8,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","2,3,4,1,5","2,3,4,5,1","2,1,3,4,5"
70181,male,51.9,"4,1,3,5,2","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","4,3,2,1,5","1,2,3,4,5"
70184,male,45.0,"2,3,4,1,5","2,1,3,4,5","4,2,3,1,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5"
70185,male,22.9,"1,2,5,3,4","5,2,1,4,3","4,3,2,1,5","1,2,3,5,4","5,4,2,1,3","5,3,4,2,1"
70187,male,37.8,"1,5,4,2,3","5,2,3,4,1","5,2,1,4,3","2,5,3,1,4","1,5,4,3,2","5,4,3,2,1"
70190,female,20.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","4,3,2,1,5","4,3,2,5,1"
70193,male,27.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
70204,male,16.3,"3,1,4,2,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","3,4,2,5,1","4,5,3,2,1"
70206,female,23.9,"5,4,3,2,1","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1","1,5,4,3,2"
70207,female,22.8,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,4,5,1"
70209,female,17.9,"1,5,2,3,4","1,3,4,2,5","4,2,3,5,1","1,3,5,2,4","1,5,2,4,3","3,5,2,4,1"
70208,female,46.0,"2,3,4,1,5","1,3,2,4,5","1,3,2,4,5","5,4,3,2,1","4,5,3,2,1","5,4,3,2,1"
69342,male,31.4,"5,2,4,1,3","5,2,1,4,3","2,1,4,5,3","2,5,3,4,1","4,1,2,5,3","5,4,3,1,2"
70212,male,26.1,"3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,5,4"
70216,male,29.2,"1,4,2,3,5","1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","1,3,2,4,5","1,2,3,4,5"
70220,female,17.2,"1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5"
70229,female,24.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,2,1,4,5","2,3,1,4,5"
70219,male,21.9,"1,2,4,3,5","2,1,3,4,5","2,1,3,4,5","5,4,3,2,1","3,4,2,5,1","5,3,4,2,1"
70234,female,17.5,"2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","3,4,5,2,1","3,2,4,5,1","3,2,4,5,1"
70238,female,18.4,"3,2,1,4,5","2,3,1,4,5","2,1,3,4,5","3,2,1,4,5","3,2,1,4,5","2,3,1,4,5"
70240,female,46.3,"1,4,3,2,5","2,3,1,4,5","3,2,1,4,5","4,5,2,3,1","1,2,3,4,5","2,3,5,4,1"
70236,male,27.2,"1,2,3,4,5","3,1,2,4,5","1,2,3,4,5","1,5,4,2,3","2,3,1,4,5","3,4,5,1,2"
70234,female,17.5,"3,2,1,4,5","2,1,3,4,5","2,1,3,4,5","2,4,3,1,5","2,4,3,1,5","3,2,4,1,5"
70235,male,34.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","2,1,3,4,5","1,2,3,4,5"
